test_name,backend,elapsed_s,resident_k,user,system,status
test_nullable_outer_join,flink,44.62,8073596,47.83,2.65,0
test_nullable_outer_join,flink,44.66,8068840,47.90,2.61,0
test_nullable_outer_join,flink,44.55,8073864,47.72,2.72,0
test_nullable_outer_join,flink,44.74,8071108,48.15,2.49,0
test_nullable_outer_join,flink,46.49,8063992,49.81,2.55,0
test_nullable_outer_join,flink,46.29,8070756,49.51,2.66,0
test_nullable_outer_join,renoir,6.22,7493296,47.14,3.25,0
test_nullable_outer_join,renoir,6.13,7403264,46.74,3.52,0
test_nullable_outer_join,renoir,6.11,7673628,46.49,3.30,0
test_nullable_outer_join,renoir,6.08,7365192,45.99,3.35,0
test_nullable_outer_join,renoir,6.10,7692212,46.59,3.22,0
test_nullable_outer_join,renoir,6.13,7494324,46.58,3.29,0
test_nullable_outer_join,renoir,6.11,7267652,47.02,3.19,0
test_nullable_outer_join,renoir,6.24,7264160,47.68,3.33,0
test_nullable_outer_join,renoir,6.10,7417476,46.53,3.25,0
test_nullable_outer_join,renoir,6.10,7420556,47.69,3.23,0
test_nullable_outer_join,renoir,6.16,7497636,47.45,3.48,0
test_nullable_windowing_explicit,duckdb,5.18,2686808,6.36,4.50,0
test_nullable_windowing_explicit,duckdb,5.14,2656068,6.54,4.16,0
test_nullable_windowing_explicit,duckdb,5.26,2649800,8.14,4.23,0
test_nullable_windowing_explicit,duckdb,5.12,2691324,6.51,4.20,0
test_nullable_windowing_explicit,duckdb,5.14,2671728,6.50,4.20,0
test_nullable_windowing_explicit,duckdb,5.12,2674792,6.64,4.06,0
test_nullable_windowing_explicit,duckdb,5.15,2680628,6.31,4.44,0
test_nullable_windowing_explicit,duckdb,5.10,2689012,6.63,4.16,0
test_nullable_windowing_explicit,duckdb,5.13,2678952,6.53,4.20,0
test_nullable_windowing_explicit,duckdb,5.11,2670296,6.60,4.05,0
test_nullable_windowing_explicit,duckdb,5.16,2671780,6.46,4.25,0
test_nullable_windowing_explicit,polars,5.27,2690516,7.92,4.42,0
test_nullable_windowing_explicit,polars,5.19,2709544,6.36,4.41,0
test_nullable_windowing_explicit,polars,5.22,2686068,6.75,4.04,0
test_nullable_windowing_explicit,polars,5.17,2706384,6.47,4.35,0
test_nullable_windowing_explicit,polars,5.16,2709084,6.52,4.19,0
test_nullable_windowing_explicit,polars,5.18,2703004,6.64,4.10,0
test_nullable_windowing_explicit,polars,5.16,2699080,6.56,4.13,0
test_nullable_windowing_explicit,polars,5.20,2705988,6.33,4.42,0
test_nullable_windowing_explicit,polars,5.21,2705336,6.56,4.26,0
test_nullable_windowing_explicit,polars,5.20,2709212,6.41,4.36,0
test_nullable_windowing_explicit,polars,5.27,2686124,8.10,4.34,0
test_nullable_windowing_explicit,flink,6.91,2814884,6.97,4.44,0
test_nullable_windowing_explicit,flink,6.93,2825412,7.13,4.19,0
test_nullable_windowing_explicit,flink,6.94,2778068,7.19,4.28,0
test_nullable_windowing_explicit,flink,6.89,2792004,7.23,4.10,0
test_nullable_windowing_explicit,flink,6.85,2816116,7.34,3.91,0
test_nullable_windowing_explicit,flink,6.86,2790020,7.02,4.31,0
test_nullable_windowing_explicit,flink,6.89,2814696,7.14,4.19,0
test_nullable_windowing_explicit,flink,6.86,2803636,7.00,4.32,0
test_nullable_windowing_explicit,flink,6.90,2786896,6.93,4.31,0
test_nullable_windowing_explicit,flink,6.89,2817348,7.13,4.24,0
test_nullable_windowing_explicit,flink,6.84,2819832,6.92,4.43,0
test_nullable_windowing_explicit,renoir,3.78,331368,13.22,1.15,0
test_nullable_windowing_explicit,renoir,3.82,335608,13.49,1.11,0
test_nullable_windowing_explicit,renoir,3.68,335496,13.23,1.17,0
test_nullable_windowing_explicit,renoir,3.73,338264,13.41,1.13,0
test_nullable_windowing_explicit,renoir,3.88,333988,13.54,1.19,0
test_nullable_windowing_explicit,renoir,3.70,336484,13.34,1.13,0
test_nullable_windowing_explicit,renoir,3.69,334596,13.30,1.15,0
test_nullable_windowing_explicit,renoir,3.69,332728,13.25,1.19,0
test_nullable_windowing_explicit,renoir,3.68,331396,13.50,1.16,0
test_nullable_windowing_explicit,renoir,3.72,333276,13.14,1.18,0
test_nullable_windowing_explicit,renoir,3.76,331436,13.28,1.27,0
test_nullable_windowing_explicit_group,duckdb,8.40,5151340,15.41,2.44,0
test_nullable_windowing_explicit_group,duckdb,8.33,5163236,15.28,2.45,0
test_nullable_windowing_explicit_group,duckdb,8.36,5184604,15.30,2.50,0
test_nullable_windowing_explicit_group,duckdb,8.27,5100652,15.18,2.54,0
test_nullable_windowing_explicit_group,duckdb,8.30,5105724,15.38,2.19,0
test_nullable_windowing_explicit_group,duckdb,8.26,5059008,15.41,2.25,0
test_nullable_windowing_explicit_group,duckdb,8.58,5167272,15.57,2.63,0
test_nullable_windowing_explicit_group,duckdb,8.26,5156632,15.30,2.50,0
test_nullable_windowing_explicit_group,duckdb,8.28,5241004,15.19,2.45,0
test_nullable_windowing_explicit_group,duckdb,8.35,5219552,15.32,2.39,0
test_nullable_windowing_explicit_group,duckdb,8.26,5162136,15.21,2.45,0
test_nullable_windowing_explicit_group,polars,8.35,5198828,15.50,2.66,0
test_nullable_windowing_explicit_group,polars,8.29,5279028,15.19,2.52,0
test_nullable_windowing_explicit_group,polars,8.31,5205568,15.13,2.52,0
test_nullable_windowing_explicit_group,polars,8.33,5081192,15.38,2.44,0
test_nullable_windowing_explicit_group,polars,8.30,5192724,15.41,2.31,0
test_nullable_windowing_explicit_group,polars,8.37,5228040,15.35,2.54,0
test_nullable_windowing_explicit_group,polars,8.38,5124712,15.30,2.65,0
test_nullable_windowing_explicit_group,polars,8.33,5191136,15.47,2.27,0
test_nullable_windowing_explicit_group,polars,8.35,5157572,15.28,2.48,0
test_nullable_windowing_explicit_group,polars,8.41,5144988,15.40,2.60,0
test_nullable_windowing_explicit_group,polars,8.44,5131456,15.43,2.56,0
test_nullable_windowing_explicit_group,flink,10.15,5277556,15.93,2.73,0
test_nullable_windowing_explicit_group,flink,10.34,5262028,16.12,2.79,0
test_nullable_windowing_explicit_group,flink,10.17,5194536,16.01,2.82,0
test_nullable_windowing_explicit_group,flink,10.07,5118760,15.86,2.90,0
test_nullable_windowing_explicit_group,flink,10.14,5284148,15.99,2.77,0
test_nullable_windowing_explicit_group,flink,10.09,5181776,15.93,2.67,0
test_nullable_windowing_explicit_group,flink,10.04,5285164,16.04,2.44,0
test_nullable_windowing_explicit_group,flink,10.10,5246316,15.97,2.56,0
test_nullable_windowing_explicit_group,flink,10.20,5278600,16.18,2.55,0
test_nullable_windowing_explicit_group,flink,10.09,5184324,15.96,2.70,0
test_nullable_windowing_explicit_group,flink,10.07,5172224,16.01,2.60,0
test_nullable_windowing_explicit_group,renoir,4.68,6412976,30.15,2.87,0
test_nullable_windowing_explicit_group,renoir,4.43,6268644,29.57,2.82,0
test_nullable_windowing_explicit_group,renoir,4.45,6128188,29.83,2.81,0
test_nullable_windowing_explicit_group,renoir,4.43,6182944,30.05,2.81,0
test_nullable_windowing_explicit_group,renoir,4.46,6098364,30.24,2.99,0
test_nullable_windowing_explicit_group,renoir,4.43,6121972,29.96,3.12,0
test_nullable_windowing_explicit_group,renoir,4.42,6208736,30.35,2.84,0
test_nullable_windowing_explicit_group,renoir,4.44,6163772,29.40,3.18,0
test_nullable_windowing_explicit_group,renoir,4.48,6150528,30.25,3.17,0
test_nullable_windowing_explicit_group,renoir,4.45,6623392,30.06,2.92,0
test_nullable_windowing_explicit_group,renoir,4.42,6163032,29.41,2.91,0
test_nullable_windowing_explicit_window_far,duckdb,5.14,2676196,6.88,4.10,0
test_nullable_windowing_explicit_window_far,duckdb,5.12,2650376,6.72,4.25,0
test_nullable_windowing_explicit_window_far,duckdb,5.16,2671664,6.84,4.23,0
test_nullable_windowing_explicit_window_far,duckdb,5.13,2682300,6.84,4.09,0
test_nullable_windowing_explicit_window_far,duckdb,5.14,2700844,6.81,4.21,0
test_nullable_windowing_explicit_window_far,duckdb,5.26,2664804,8.41,4.15,0
test_nullable_windowing_explicit_window_far,duckdb,5.22,2654992,8.25,4.25,0
test_nullable_windowing_explicit_window_far,duckdb,5.13,2672836,6.59,4.37,0
test_nullable_windowing_explicit_window_far,duckdb,5.12,2668676,6.79,4.16,0
test_nullable_windowing_explicit_window_far,duckdb,5.11,2686012,6.67,4.27,0
test_nullable_windowing_explicit_window_far,duckdb,5.11,2662148,6.86,4.11,0
test_nullable_windowing_explicit_window_far,polars,5.21,2708224,6.97,4.09,0
test_nullable_windowing_explicit_window_far,polars,5.16,2725888,6.82,4.17,0
test_nullable_windowing_explicit_window_far,polars,5.18,2699920,6.69,4.44,0
test_nullable_windowing_explicit_window_far,polars,5.20,2684696,6.83,4.19,0
test_nullable_windowing_explicit_window_far,polars,5.20,2732084,7.07,4.04,0
test_nullable_windowing_explicit_window_far,polars,5.17,2692400,6.67,4.41,0
test_nullable_windowing_explicit_window_far,polars,5.18,2713816,6.66,4.40,0
test_nullable_windowing_explicit_window_far,polars,5.25,2675456,8.17,4.36,0
test_nullable_windowing_explicit_window_far,polars,5.18,2731200,6.97,4.02,0
test_nullable_windowing_explicit_window_far,polars,5.22,2727276,6.65,4.39,0
test_nullable_windowing_explicit_window_far,polars,5.27,2728568,8.46,4.17,0
test_nullable_windowing_explicit_window_far,flink,6.86,2824092,7.37,4.16,0
test_nullable_windowing_explicit_window_far,flink,6.89,2810456,7.29,4.26,0
test_nullable_windowing_explicit_window_far,flink,6.90,2802332,7.32,4.30,0
test_nullable_windowing_explicit_window_far,flink,6.93,2822872,7.30,4.37,0
test_nullable_windowing_explicit_window_far,flink,6.89,2821740,7.34,4.29,0
test_nullable_windowing_explicit_window_far,flink,6.87,2793584,7.29,4.26,0
test_nullable_windowing_explicit_window_far,flink,6.93,2826828,7.21,4.38,0
test_nullable_windowing_explicit_window_far,flink,6.91,2796244,7.10,4.45,0
test_nullable_windowing_explicit_window_far,flink,6.94,2793204,7.21,4.38,0
test_nullable_windowing_explicit_window_far,flink,7.01,2799708,7.53,4.11,0
test_nullable_windowing_explicit_window_far,flink,6.89,2835488,7.20,4.44,0
test_nullable_windowing_explicit_window_far,renoir,3.69,345808,13.32,1.25,0
test_nullable_windowing_explicit_window_far,renoir,3.66,346212,13.26,1.14,0
test_nullable_windowing_explicit_window_far,renoir,3.82,344864,13.49,1.22,0
test_nullable_windowing_explicit_window_far,renoir,3.66,345400,13.32,1.18,0
test_nullable_windowing_explicit_window_far,renoir,3.67,343956,13.41,1.19,0
test_nullable_windowing_explicit_window_far,renoir,3.73,344388,13.26,1.25,0
test_nullable_windowing_explicit_window_far,renoir,3.69,343968,13.24,1.28,0
test_nullable_windowing_explicit_window_far,renoir,3.66,343756,13.29,1.21,0
test_nullable_windowing_explicit_window_far,renoir,3.65,342340,13.31,1.20,0
test_nullable_windowing_explicit_window_far,renoir,3.68,341584,13.33,1.18,0
test_nullable_windowing_explicit_window_far,renoir,3.61,345116,13.22,1.26,0
test_nullable_windowing_implicit_group,duckdb,4.25,3962236,11.95,2.03,0
test_nullable_windowing_implicit_group,duckdb,4.29,3885488,12.10,2.22,0
test_nullable_windowing_implicit_group,duckdb,4.27,3921208,12.16,2.11,0
test_nullable_windowing_implicit_group,duckdb,4.28,3994932,11.97,2.11,0
test_nullable_windowing_implicit_group,duckdb,4.21,3935284,12.11,1.97,0
test_nullable_windowing_implicit_group,duckdb,4.26,4067004,11.99,2.13,0
test_nullable_windowing_implicit_group,duckdb,4.23,3899672,11.98,2.02,0
test_nullable_windowing_implicit_group,duckdb,4.23,3986972,12.12,2.13,0
test_nullable_windowing_implicit_group,duckdb,4.26,3940004,11.97,1.95,0
test_nullable_windowing_implicit_group,duckdb,4.24,3971520,12.08,2.03,0
test_nullable_windowing_implicit_group,duckdb,4.26,3994328,12.09,2.37,0
test_nullable_windowing_implicit_group,polars,4.29,3948856,12.02,2.15,0
test_nullable_windowing_implicit_group,polars,4.29,4057436,11.89,2.04,0
test_nullable_windowing_implicit_group,polars,4.31,3906420,12.06,2.01,0
test_nullable_windowing_implicit_group,polars,4.30,3936272,11.99,2.07,0
test_nullable_windowing_implicit_group,polars,4.33,3854896,12.16,1.97,0
test_nullable_windowing_implicit_group,polars,4.31,3967668,12.09,2.01,0
test_nullable_windowing_implicit_group,polars,4.27,3992384,12.03,2.08,0
test_nullable_windowing_implicit_group,polars,4.29,3918968,12.07,1.95,0
test_nullable_windowing_implicit_group,polars,4.33,3966048,12.06,2.05,0
test_nullable_windowing_implicit_group,polars,4.31,3835692,12.01,2.03,0
test_nullable_windowing_implicit_group,polars,4.29,3977464,12.18,2.15,0
test_nullable_windowing_implicit_group,flink,6.04,3877876,12.69,2.20,0
test_nullable_windowing_implicit_group,flink,6.00,4029448,12.71,2.39,0
test_nullable_windowing_implicit_group,flink,5.97,4042132,12.56,2.41,0
test_nullable_windowing_implicit_group,flink,6.01,4038120,12.67,2.34,0
test_nullable_windowing_implicit_group,flink,6.06,4034620,12.72,2.45,0
test_nullable_windowing_implicit_group,flink,5.99,3923916,12.53,2.23,0
test_nullable_windowing_implicit_group,flink,6.05,4037892,12.56,2.39,0
test_nullable_windowing_implicit_group,flink,6.02,3983000,12.45,2.55,0
test_nullable_windowing_implicit_group,flink,5.98,4109708,12.50,2.43,0
test_nullable_windowing_implicit_group,flink,5.98,3923004,12.63,2.14,0
test_nullable_windowing_implicit_group,flink,6.02,4055488,12.57,2.56,0
test_nullable_windowing_implicit_group,renoir,15.56,17013460,76.93,6.35,0
test_nullable_windowing_implicit_group,renoir,15.57,17231648,77.41,6.45,0
test_nullable_windowing_implicit_group,renoir,15.39,16605408,77.44,6.35,0
test_nullable_windowing_implicit_group,renoir,15.51,16413840,77.72,6.22,0
test_nullable_windowing_implicit_group,renoir,15.50,16479572,77.27,6.63,0
test_nullable_windowing_implicit_group,renoir,15.61,16474148,77.42,6.13,0
test_nullable_windowing_implicit_group,renoir,15.51,16381488,77.51,6.45,0
test_nullable_windowing_implicit_group,renoir,15.50,17181680,77.91,6.53,0
test_nullable_windowing_implicit_group,renoir,15.46,16437264,78.18,6.15,0
test_nullable_windowing_implicit_group,renoir,15.47,16337228,78.41,6.07,0
test_nullable_windowing_implicit_group,renoir,15.65,16388808,78.09,6.04,0
test_nullable_windowing_implicit_mean,duckdb,5.04,2716644,5.25,2.42,0
test_nullable_windowing_implicit_mean,duckdb,4.93,2738344,5.24,2.33,0
test_nullable_windowing_implicit_mean,duckdb,4.93,2712376,5.17,2.41,0
test_nullable_windowing_implicit_mean,duckdb,4.97,2702564,5.15,2.46,0
test_nullable_windowing_implicit_mean,duckdb,5.02,2722068,5.21,2.45,0
test_nullable_windowing_implicit_mean,duckdb,4.90,2718428,5.13,2.41,0
test_nullable_windowing_implicit_mean,duckdb,4.94,2711744,5.17,2.38,0
test_nullable_windowing_implicit_mean,duckdb,4.97,2729296,5.13,2.47,0
test_nullable_windowing_implicit_mean,duckdb,4.94,2735572,5.18,2.38,0
test_nullable_windowing_implicit_mean,duckdb,4.94,2715580,5.18,2.39,0
test_nullable_windowing_implicit_mean,duckdb,4.92,2716344,5.11,2.44,0
test_nullable_windowing_implicit_mean,polars,5.12,2739216,5.44,2.31,0
test_nullable_windowing_implicit_mean,polars,5.06,2718644,6.73,2.44,0
test_nullable_windowing_implicit_mean,polars,4.98,2723180,5.12,2.50,0
test_nullable_windowing_implicit_mean,polars,5.02,2745580,5.29,2.36,0
test_nullable_windowing_implicit_mean,polars,4.97,2735140,5.22,2.37,0
test_nullable_windowing_implicit_mean,polars,4.99,2730624,5.26,2.38,0
test_nullable_windowing_implicit_mean,polars,5.03,2730292,5.15,2.51,0
test_nullable_windowing_implicit_mean,polars,5.19,2722100,6.91,2.48,0
test_nullable_windowing_implicit_mean,polars,5.01,2745620,5.30,2.36,0
test_nullable_windowing_implicit_mean,polars,5.02,2724668,5.30,2.34,0
test_nullable_windowing_implicit_mean,polars,5.00,2725628,5.21,2.41,0
test_nullable_windowing_implicit_mean,flink,6.80,2854340,5.73,2.47,0
test_nullable_windowing_implicit_mean,flink,6.70,2846080,5.62,2.52,0
test_nullable_windowing_implicit_mean,flink,6.69,2854624,5.74,2.42,0
test_nullable_windowing_implicit_mean,flink,6.77,2854348,5.78,2.43,0
test_nullable_windowing_implicit_mean,flink,6.67,2860028,5.62,2.53,0
test_nullable_windowing_implicit_mean,flink,6.66,2858952,5.71,2.43,0
test_nullable_windowing_implicit_mean,flink,6.70,2817364,5.76,2.43,0
test_nullable_windowing_implicit_mean,flink,6.77,2855916,7.16,2.56,0
test_nullable_windowing_implicit_mean,flink,6.72,2848416,5.69,2.48,0
test_nullable_windowing_implicit_mean,flink,6.68,2854436,5.73,2.43,0
test_nullable_windowing_implicit_mean,flink,6.69,2858032,5.77,2.37,0
test_nullable_windowing_implicit_mean,renoir,6.37,3427260,43.00,4.21,0
test_nullable_windowing_implicit_mean,renoir,6.20,3283152,42.81,4.25,0
test_nullable_windowing_implicit_mean,renoir,6.21,3507692,43.18,4.18,0
test_nullable_windowing_implicit_mean,renoir,6.21,3514008,42.21,4.94,0
test_nullable_windowing_implicit_mean,renoir,6.21,3387412,42.47,4.47,0
test_nullable_windowing_implicit_mean,renoir,6.40,3706996,43.87,4.67,0
test_nullable_windowing_implicit_mean,renoir,6.41,3501496,45.35,3.99,0
test_nullable_windowing_implicit_mean,renoir,6.43,3578504,44.80,4.42,0
test_nullable_windowing_implicit_mean,renoir,6.41,3488404,44.67,4.70,0
test_nullable_windowing_implicit_mean,renoir,6.37,3490144,44.95,4.27,0
test_nullable_windowing_implicit_mean,renoir,6.38,3682984,44.85,4.27,0
test_nullable_windowing_implicit_sum,duckdb,9.19,3643552,9.11,2.73,0
test_nullable_windowing_implicit_sum,duckdb,9.32,3633272,9.28,2.67,0
test_nullable_windowing_implicit_sum,duckdb,9.11,3649964,8.96,2.80,0
test_nullable_windowing_implicit_sum,duckdb,9.26,3641364,9.16,2.72,0
test_nullable_windowing_implicit_sum,duckdb,9.12,3643616,9.19,2.54,0
test_nullable_windowing_implicit_sum,duckdb,9.12,3623556,9.07,2.68,0
test_nullable_windowing_implicit_sum,duckdb,9.24,3636964,9.14,2.72,0
test_nullable_windowing_implicit_sum,duckdb,9.10,3631920,8.94,2.79,0
test_nullable_windowing_implicit_sum,duckdb,9.27,3634924,9.04,2.84,0
test_nullable_windowing_implicit_sum,duckdb,9.19,3636296,9.08,2.75,0
test_nullable_windowing_implicit_sum,duckdb,9.11,3625640,9.05,2.70,0
test_nullable_windowing_implicit_sum,polars,9.32,3651124,9.24,2.70,0
test_nullable_windowing_implicit_sum,polars,9.17,3674044,9.19,2.60,0
test_nullable_windowing_implicit_sum,polars,9.16,3674348,9.13,2.65,0
test_nullable_windowing_implicit_sum,polars,9.16,3672096,9.13,2.68,0
test_nullable_windowing_implicit_sum,polars,9.13,3654792,9.12,2.66,0
test_nullable_windowing_implicit_sum,polars,9.16,3687472,9.06,2.74,0
test_nullable_windowing_implicit_sum,polars,9.17,3638952,9.10,2.70,0
test_nullable_windowing_implicit_sum,polars,9.18,3670864,9.08,2.74,0
test_nullable_windowing_implicit_sum,polars,9.20,3668336,9.13,2.70,0
test_nullable_windowing_implicit_sum,polars,9.15,3670528,9.20,2.58,0
test_nullable_windowing_implicit_sum,polars,9.20,3643312,9.19,2.64,0
test_nullable_windowing_implicit_sum,flink,10.94,3771004,9.55,2.85,0
test_nullable_windowing_implicit_sum,flink,11.25,3751916,11.45,2.77,0
test_nullable_windowing_implicit_sum,flink,11.24,3742716,11.39,2.87,0
test_nullable_windowing_implicit_sum,flink,10.99,3781464,9.65,2.75,0
test_nullable_windowing_implicit_sum,flink,10.96,3767620,9.61,2.82,0
test_nullable_windowing_implicit_sum,flink,11.00,3814584,9.79,2.69,0
test_nullable_windowing_implicit_sum,flink,10.98,3769656,9.61,2.78,0
test_nullable_windowing_implicit_sum,flink,11.05,3780216,9.75,2.74,0
test_nullable_windowing_implicit_sum,flink,10.91,3786760,9.60,2.81,0
test_nullable_windowing_implicit_sum,flink,11.00,3765716,9.66,2.82,0
test_nullable_windowing_implicit_sum,flink,11.07,3788064,9.90,2.63,0
test_nullable_windowing_implicit_sum,renoir,6.31,3375744,40.93,4.93,0
test_nullable_windowing_implicit_sum,renoir,6.11,3294988,41.67,3.98,0
test_nullable_windowing_implicit_sum,renoir,6.13,3406912,41.56,4.04,0
test_nullable_windowing_implicit_sum,renoir,6.08,3568200,41.34,4.49,0
test_nullable_windowing_implicit_sum,renoir,6.09,3271868,41.88,4.08,0
test_nullable_windowing_implicit_sum,renoir,6.10,3322916,41.53,4.47,0
test_nullable_windowing_implicit_sum,renoir,6.24,3092216,43.52,3.94,0
test_nullable_windowing_implicit_sum,renoir,6.26,3638344,43.63,4.12,0
test_nullable_windowing_implicit_sum,renoir,6.22,3120764,43.29,4.13,0
test_nullable_windowing_implicit_sum,renoir,6.25,3215060,43.06,4.57,0
test_nullable_windowing_implicit_sum,renoir,6.28,3318844,43.71,3.81,0
test_nexmark_query_1,duckdb,3.76,1894868,3.50,1.23,0
test_nexmark_query_1,duckdb,3.84,1892544,3.54,1.27,0
test_nexmark_query_1,duckdb,3.78,1892316,3.60,1.14,0
test_nexmark_query_1,duckdb,3.76,1892512,3.51,1.22,0
test_nexmark_query_1,duckdb,3.77,1892628,3.52,1.22,0
test_nexmark_query_1,duckdb,3.77,1894628,3.50,1.24,0
test_nexmark_query_1,duckdb,3.75,1898988,3.51,1.21,0
test_nexmark_query_1,duckdb,3.78,1896428,3.53,1.21,0
test_nexmark_query_1,duckdb,3.78,1892952,3.53,1.22,0
test_nexmark_query_1,duckdb,3.78,1896884,3.59,1.16,0
test_nexmark_query_1,duckdb,3.76,1898624,3.73,1.19,0
test_nexmark_query_1,polars,3.83,1913112,3.63,1.17,0
test_nexmark_query_1,polars,3.83,1917432,3.60,1.20,0
test_nexmark_query_1,polars,3.83,1915296,3.65,1.15,0
test_nexmark_query_1,polars,3.82,1917528,3.58,1.21,0
test_nexmark_query_1,polars,3.82,1919296,3.60,1.19,0
test_nexmark_query_1,polars,3.80,1915260,3.57,1.20,0
test_nexmark_query_1,polars,3.82,1915224,3.61,1.18,0
test_nexmark_query_1,polars,3.77,1923872,3.56,1.19,0
test_nexmark_query_1,polars,3.83,1923984,3.58,1.22,0
test_nexmark_query_1,polars,3.82,1923532,3.60,1.19,0
test_nexmark_query_1,polars,3.85,1921524,3.56,1.25,0
test_nexmark_query_1,flink,5.47,1983832,4.00,1.28,0
test_nexmark_query_1,flink,5.49,1979704,4.01,1.28,0
test_nexmark_query_1,flink,5.47,1983928,3.94,1.35,0
test_nexmark_query_1,flink,5.49,1988340,4.06,1.24,0
test_nexmark_query_1,flink,5.58,1983700,4.28,1.29,0
test_nexmark_query_1,flink,5.55,1979324,4.04,1.28,0
test_nexmark_query_1,flink,5.53,1977484,4.03,1.28,0
test_nexmark_query_1,flink,5.50,1977796,4.00,1.30,0
test_nexmark_query_1,flink,5.55,1977808,4.10,1.23,0
test_nexmark_query_1,flink,5.52,1979680,4.02,1.31,0
test_nexmark_query_1,flink,5.49,1978872,4.00,1.32,0
test_nexmark_query_1,renoir,2.47,277156,11.11,1.24,0
test_nexmark_query_1,renoir,2.46,275368,11.05,1.25,0
test_nexmark_query_1,renoir,2.47,277136,11.15,1.18,0
test_nexmark_query_1,renoir,2.48,277708,11.02,1.26,0
test_nexmark_query_1,renoir,2.47,273740,11.16,1.17,0
test_nexmark_query_1,renoir,2.47,281760,11.20,1.08,0
test_nexmark_query_1,renoir,2.49,271304,11.15,1.19,0
test_nexmark_query_1,renoir,2.47,275652,11.18,1.16,0
test_nexmark_query_1,renoir,2.48,275324,11.03,1.26,0
test_nexmark_query_1,renoir,2.49,272784,11.10,1.24,0
test_nexmark_query_1,renoir,2.49,275492,11.19,1.16,0
test_nexmark_query_2,duckdb,2.94,266068,2.81,1.05,0
test_nexmark_query_2,duckdb,2.93,264084,2.80,1.05,0
test_nexmark_query_2,duckdb,2.92,263848,2.83,1.01,0
test_nexmark_query_2,duckdb,2.94,268264,2.81,1.05,0
test_nexmark_query_2,duckdb,2.93,263980,2.85,1.01,0
test_nexmark_query_2,duckdb,2.93,264360,2.79,1.07,0
test_nexmark_query_2,duckdb,2.95,268216,2.83,1.04,0
test_nexmark_query_2,duckdb,2.92,272320,2.75,1.09,0
test_nexmark_query_2,duckdb,2.93,260012,2.77,1.08,0
test_nexmark_query_2,duckdb,2.93,265844,2.80,1.05,0
test_nexmark_query_2,duckdb,2.93,266252,2.81,1.04,0
test_nexmark_query_2,polars,2.99,282152,2.81,1.10,0
test_nexmark_query_2,polars,3.01,286976,2.89,1.04,0
test_nexmark_query_2,polars,2.99,286720,2.89,1.02,0
test_nexmark_query_2,polars,3.00,288752,2.86,1.07,0
test_nexmark_query_2,polars,2.98,286600,2.78,1.12,0
test_nexmark_query_2,polars,2.99,288908,2.81,1.11,0
test_nexmark_query_2,polars,2.98,290796,2.85,1.06,0
test_nexmark_query_2,polars,3.01,284904,2.87,1.05,0
test_nexmark_query_2,polars,3.00,288956,2.85,1.07,0
test_nexmark_query_2,polars,2.99,284476,2.86,1.05,0
test_nexmark_query_2,polars,2.99,288848,2.87,1.04,0
test_nexmark_query_2,flink,4.68,351148,3.36,1.10,0
test_nexmark_query_2,flink,4.68,353516,3.33,1.12,0
test_nexmark_query_2,flink,4.72,355608,3.30,1.16,0
test_nexmark_query_2,flink,4.67,353648,3.32,1.13,0
test_nexmark_query_2,flink,4.67,349332,3.33,1.11,0
test_nexmark_query_2,flink,4.70,351356,3.36,1.07,0
test_nexmark_query_2,flink,4.71,349184,3.35,1.13,0
test_nexmark_query_2,flink,4.71,351236,3.32,1.13,0
test_nexmark_query_2,flink,4.64,356236,3.32,1.12,0
test_nexmark_query_2,flink,4.67,353532,3.34,1.08,0
test_nexmark_query_2,flink,4.66,349216,3.27,1.15,0
test_nexmark_query_2,renoir,2.69,279624,11.02,1.20,0
test_nexmark_query_2,renoir,2.42,277432,10.96,1.18,0
test_nexmark_query_2,renoir,2.43,275372,10.95,1.20,0
test_nexmark_query_2,renoir,2.44,272192,10.95,1.27,0
test_nexmark_query_2,renoir,2.44,273964,10.93,1.20,0
test_nexmark_query_2,renoir,2.42,276212,10.98,1.19,0
test_nexmark_query_2,renoir,2.44,271304,10.87,1.23,0
test_nexmark_query_2,renoir,2.44,273020,10.92,1.20,0
test_nexmark_query_2,renoir,2.44,280408,10.94,1.22,0
test_nexmark_query_2,renoir,2.44,271804,11.06,1.11,0
test_nexmark_query_2,renoir,2.45,271292,10.95,1.21,0
test_nexmark_query_3,duckdb,1.16,325628,1.34,0.82,0
test_nexmark_query_3,duckdb,1.17,326008,1.28,0.91,0
test_nexmark_query_3,duckdb,1.17,319180,1.27,0.90,0
test_nexmark_query_3,duckdb,1.16,326324,1.28,0.89,0
test_nexmark_query_3,duckdb,1.17,323640,1.26,0.91,0
test_nexmark_query_3,duckdb,1.17,324244,1.27,0.91,0
test_nexmark_query_3,duckdb,1.16,325956,1.31,0.86,0
test_nexmark_query_3,duckdb,1.17,325892,1.34,0.84,0
test_nexmark_query_3,duckdb,1.16,323728,1.27,0.90,0
test_nexmark_query_3,duckdb,1.16,326112,1.39,0.79,0
test_nexmark_query_3,duckdb,1.16,323308,1.22,0.94,0
test_nexmark_query_3,polars,1.23,348396,1.33,0.90,0
test_nexmark_query_3,polars,1.21,348584,1.35,0.86,0
test_nexmark_query_3,polars,1.23,345784,1.35,0.88,0
test_nexmark_query_3,polars,1.22,341680,1.31,0.92,0
test_nexmark_query_3,polars,1.22,346400,1.34,0.88,0
test_nexmark_query_3,polars,1.22,348564,1.31,0.90,0
