test_name,backend,elapsed_s,resident_k,user,system,status
test_nexmark_query_3,polars,1.22,348148,1.30,0.92,0
test_nexmark_query_3,polars,1.22,346308,1.35,0.87,0
test_nexmark_query_3,polars,1.22,348688,1.35,0.88,0
test_nexmark_query_3,polars,1.22,348516,1.33,0.91,0
test_nexmark_query_3,polars,1.22,348244,1.32,0.91,0
test_nexmark_query_3,flink,2.87,411064,1.67,1.05,0
test_nexmark_query_3,flink,2.88,411564,1.78,0.94,0
test_nexmark_query_3,flink,2.90,411496,1.74,0.97,0
test_nexmark_query_3,flink,2.87,410524,1.76,0.97,0
test_nexmark_query_3,flink,2.88,413392,1.83,0.91,0
test_nexmark_query_3,flink,2.88,412924,1.81,0.91,0
test_nexmark_query_3,flink,2.93,411396,1.76,0.97,0
test_nexmark_query_3,flink,2.88,411364,1.80,0.92,0
test_nexmark_query_3,flink,2.93,413428,1.79,0.94,0
test_nexmark_query_3,flink,2.96,409312,1.80,0.98,0
test_nexmark_query_3,flink,2.87,413808,1.71,0.99,0
test_nexmark_query_3,renoir,3.66,936268,18.61,1.53,0
test_nexmark_query_3,renoir,3.64,988056,18.73,1.44,0
test_nexmark_query_3,renoir,3.64,898052,18.76,1.42,0
test_nexmark_query_3,renoir,3.63,973468,18.66,1.43,0
test_nexmark_query_3,renoir,3.62,946972,18.88,1.42,0
test_nexmark_query_3,renoir,3.66,899424,18.79,1.46,0
test_nexmark_query_3,renoir,3.60,938540,18.69,1.47,0
test_nexmark_query_3,renoir,3.64,915292,18.84,1.37,0
test_nexmark_query_3,renoir,3.64,931124,18.71,1.49,0
test_nexmark_query_3,renoir,3.64,922192,18.83,1.35,0
test_nexmark_query_3,renoir,3.65,960604,19.05,1.46,0
test_nexmark_query_4,duckdb,1.68,590228,5.72,1.27,0
test_nexmark_query_4,duckdb,1.67,588256,5.59,1.26,0
test_nexmark_query_4,duckdb,1.68,576632,5.75,1.27,0
test_nexmark_query_4,duckdb,1.68,613636,5.68,1.29,0
test_nexmark_query_4,duckdb,1.68,583956,5.76,1.25,0
test_nexmark_query_4,duckdb,1.68,567812,5.73,1.28,0
test_nexmark_query_4,duckdb,1.67,589648,5.64,1.27,0
test_nexmark_query_4,duckdb,1.68,582696,5.65,1.27,0
test_nexmark_query_4,duckdb,1.69,569156,5.85,1.19,0
test_nexmark_query_4,duckdb,1.69,590380,5.72,1.24,0
test_nexmark_query_4,duckdb,1.67,596404,5.59,1.23,0
test_nexmark_query_4,polars,1.74,605608,5.85,1.26,0
test_nexmark_query_4,polars,1.72,584452,5.74,1.27,0
test_nexmark_query_4,polars,1.71,643144,5.65,1.30,0
test_nexmark_query_4,polars,1.70,595600,5.41,1.38,0
test_nexmark_query_4,polars,1.71,596972,5.63,1.24,0
test_nexmark_query_4,polars,1.73,610364,5.76,1.19,0
test_nexmark_query_4,polars,1.74,591532,5.85,1.24,0
test_nexmark_query_4,polars,1.72,611520,5.75,1.28,0
test_nexmark_query_4,polars,1.74,605900,5.76,1.24,0
test_nexmark_query_4,polars,1.74,593672,5.87,1.23,0
test_nexmark_query_4,polars,1.71,613760,5.67,1.25,0
test_nexmark_query_4,flink,3.37,663632,6.16,1.32,0
test_nexmark_query_4,flink,3.38,662144,6.14,1.38,0
test_nexmark_query_4,flink,3.44,667440,6.08,1.34,0
test_nexmark_query_4,flink,3.48,670016,6.20,1.35,0
test_nexmark_query_4,flink,3.38,660640,6.02,1.34,0
test_nexmark_query_4,flink,3.40,665428,6.02,1.40,0
test_nexmark_query_4,flink,3.40,670792,6.19,1.32,0
test_nexmark_query_4,flink,3.38,670232,6.13,1.30,0
test_nexmark_query_4,flink,3.38,663204,6.04,1.36,0
test_nexmark_query_4,flink,3.40,662796,6.13,1.33,0
test_nexmark_query_4,flink,3.38,694708,6.03,1.30,0
test_nexmark_query_4,renoir,8.41,4449404,63.89,4.31,0
test_nexmark_query_4,renoir,8.34,4579900,63.56,4.29,0
test_nexmark_query_4,renoir,8.64,4353924,67.11,4.56,0
test_nexmark_query_4,renoir,8.76,4584952,68.28,4.60,0
test_nexmark_query_4,renoir,8.81,4774896,68.57,4.92,0
test_nexmark_query_4,renoir,8.66,4560232,66.47,4.53,0
test_nexmark_query_4,renoir,8.57,4572804,67.78,4.43,0
test_nexmark_query_4,renoir,8.61,4425908,66.89,4.41,0
test_nexmark_query_4,renoir,8.62,4479496,66.67,4.51,0
test_nexmark_query_4,renoir,8.77,4582280,67.54,4.32,0
test_nexmark_query_4,renoir,8.65,4480568,67.70,4.35,0
test_nexmark_query_6,duckdb,1.73,512972,5.89,1.32,0
test_nexmark_query_6,duckdb,1.70,520216,5.65,1.47,0
test_nexmark_query_6,duckdb,1.72,529788,5.70,1.42,0
test_nexmark_query_6,duckdb,1.74,520672,5.88,1.31,0
test_nexmark_query_6,duckdb,1.74,506428,6.14,1.25,0
test_nexmark_query_6,duckdb,1.73,548016,5.80,1.32,0
test_nexmark_query_6,duckdb,1.73,502572,5.91,1.33,0
test_nexmark_query_6,duckdb,1.74,496344,5.99,1.34,0
test_nexmark_query_6,duckdb,1.73,522272,5.87,1.30,0
test_nexmark_query_6,duckdb,1.74,525636,5.84,1.41,0
test_nexmark_query_6,duckdb,1.74,504288,6.10,1.25,0
test_nexmark_query_6,polars,1.78,545180,5.91,1.33,0
test_nexmark_query_6,polars,1.76,576664,5.79,1.34,0
test_nexmark_query_6,polars,1.78,548036,5.86,1.38,0
test_nexmark_query_6,polars,1.79,536580,6.02,1.33,0
test_nexmark_query_6,polars,1.79,531388,6.16,1.25,0
test_nexmark_query_6,polars,1.79,544380,6.01,1.33,0
test_nexmark_query_6,polars,1.76,528040,5.96,1.36,0
test_nexmark_query_6,polars,1.75,549932,5.79,1.42,0
test_nexmark_query_6,polars,1.79,541528,6.00,1.34,0
test_nexmark_query_6,polars,1.78,525268,6.11,1.22,0
test_nexmark_query_6,polars,1.78,551044,5.83,1.39,0
test_nexmark_query_6,flink,3.45,606432,6.52,1.32,0
test_nexmark_query_6,flink,3.45,603836,6.46,1.31,0
test_nexmark_query_6,flink,3.44,623044,6.23,1.47,0
test_nexmark_query_6,flink,3.45,638164,6.32,1.41,0
test_nexmark_query_6,flink,3.49,594488,6.48,1.38,0
test_nexmark_query_6,flink,3.46,585324,6.44,1.44,0
test_nexmark_query_6,flink,3.48,602032,6.34,1.40,0
test_nexmark_query_6,flink,3.48,585300,6.39,1.41,0
test_nexmark_query_6,flink,3.47,606692,6.29,1.35,0
test_nexmark_query_6,flink,3.44,600476,6.49,1.35,0
test_nexmark_query_6,flink,3.47,584872,6.27,1.44,0
test_nexmark_query_6,renoir,8.55,4415180,64.31,4.48,0
test_nexmark_query_6,renoir,8.52,4381320,64.56,4.85,0
test_nexmark_query_6,renoir,8.64,4463068,67.39,4.41,0
test_nexmark_query_6,renoir,8.64,4492344,68.43,4.55,0
test_nexmark_query_6,renoir,8.54,4357500,67.69,4.56,0
test_nexmark_query_6,renoir,8.62,4466196,67.96,4.74,0
test_nexmark_query_6,renoir,8.59,4466376,67.81,4.27,0
test_nexmark_query_6,renoir,8.54,4447816,67.76,4.67,0
test_nexmark_query_6,renoir,8.66,4366564,67.46,4.47,0
test_nexmark_query_6,renoir,8.73,4345344,68.63,4.49,0
test_nexmark_query_6,renoir,8.66,4511968,68.46,4.67,0
