level,timestamp,test_name,backend_name,run_count,total_time_s,renoir_compile_time_s,renoir_execute_time_s,renoir_memo_MiB,ibis_time_s,max_memory_MiB,scenario,exception,pre_query_time_s,pre_query_memo_MiB
INFO,2024-08-27 18:15:16.174,test_scenarios_analytics_5_window,spark,4,35.32223266502842,-1,-1,-1,-1,12951.3671875,Scenario3,None,0.09526616474613547,5701.484375
INFO,2024-08-27 18:15:19.525,test_scenarios_analytics_1_filter,spark,-1,0.3272993550635874,-1,-1,-1,-1,5638.88671875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:23.221,test_scenarios_analytics_1_filter,spark,0,0.32530509727075696,-1,-1,-1,-1,5630.9609375,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:27.249,test_scenarios_analytics_1_filter,spark,1,0.29212644696235657,-1,-1,-1,-1,5630.81640625,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:31.302,test_scenarios_analytics_1_filter,spark,2,0.3073044419288635,-1,-1,-1,-1,5630.69140625,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:35.401,test_scenarios_analytics_1_filter,spark,3,0.3212479050271213,-1,-1,-1,-1,5625.81640625,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:39.559,test_scenarios_analytics_1_filter,spark,4,0.346316069830209,-1,-1,-1,-1,5618.44140625,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:44.165,test_scenarios_analytics_2_group_mean,spark,-1,0.82065554196015,-1,-1,-1,-1,5622.19140625,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:48.773,test_scenarios_analytics_2_group_mean,spark,0,0.8071302771568298,-1,-1,-1,-1,5612.83984375,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:53.375,test_scenarios_analytics_2_group_mean,spark,1,0.8143435632809997,-1,-1,-1,-1,5603.18359375,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:15:57.907,test_scenarios_analytics_2_group_mean,spark,2,0.7943085227161646,-1,-1,-1,-1,5591.55859375,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:16:02.573,test_scenarios_analytics_2_group_mean,spark,3,0.8154759611934423,-1,-1,-1,-1,5571.05859375,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:16:07.218,test_scenarios_analytics_2_group_mean,spark,4,0.846215583384037,-1,-1,-1,-1,5561.68359375,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:16:21.551,test_scenarios_analytics_3_inner_join,spark,-1,10.476572451647371,-1,-1,-1,-1,7305.8359375,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:16:34.735,test_scenarios_analytics_3_inner_join,spark,0,9.962680893950164,-1,-1,-1,-1,7566.390625,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:16:48.121,test_scenarios_analytics_3_inner_join,spark,1,10.264578794129193,-1,-1,-1,-1,7592.82421875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:17:01.259,test_scenarios_analytics_3_inner_join,spark,2,9.92442879267037,-1,-1,-1,-1,7600.3125,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:17:14.403,test_scenarios_analytics_3_inner_join,spark,3,10.050572676118463,-1,-1,-1,-1,7597.58203125,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:17:27.771,test_scenarios_analytics_3_inner_join,spark,4,10.255519551225007,-1,-1,-1,-1,7590.140625,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:17:56.603,test_scenarios_analytics_4_outer_join,spark,-1,25.733278083149344,-1,-1,-1,-1,10288.671875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:18:23.844,test_scenarios_analytics_4_outer_join,spark,0,24.076530545949936,-1,-1,-1,-1,10309.65234375,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:18:51.773,test_scenarios_analytics_4_outer_join,spark,1,24.92801521671936,-1,-1,-1,-1,10216.39453125,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:19:19.480,test_scenarios_analytics_4_outer_join,spark,2,24.584116998128593,-1,-1,-1,-1,10266.8671875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:19:48.095,test_scenarios_analytics_4_outer_join,spark,3,25.432795364875346,-1,-1,-1,-1,10224.69921875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:20:17.512,test_scenarios_analytics_4_outer_join,spark,4,26.27125893579796,-1,-1,-1,-1,10223.875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:20:55.567,test_scenarios_analytics_5_window,spark,-1,34.98627832811326,-1,-1,-1,-1,13066.19921875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:21:36.018,test_scenarios_analytics_5_window,spark,0,37.3179268296808,-1,-1,-1,-1,13173.7890625,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:22:14.295,test_scenarios_analytics_5_window,spark,1,35.1648200051859,-1,-1,-1,-1,13180.35546875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:22:53.774,test_scenarios_analytics_5_window,spark,2,36.432064444758,-1,-1,-1,-1,13195.94921875,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:23:32.851,test_scenarios_analytics_5_window,spark,3,35.98509730398655,-1,-1,-1,-1,13215.75,Scenario3baseline,None,-1,-1
INFO,2024-08-27 18:24:11.735,test_scenarios_analytics_5_window,spark,4,35.781782468315214,-1,-1,-1,-1,13204.3125,Scenario3baseline,None,-1,-1
