level,timestamp,test_name,renoir_compile_time,renoir_execution_time,ibis_total_time
INFO,2024-06-10 11:54:41.603,test_nexmark_query_1,13.0946246251s,1649.1018592217s
INFO,2024-06-10 13:18:48.375,test_nexmark_query_3,12.7294967179s,800.3767773099s
INFO,2024-06-10 13:32:02.234,test_nexmark_query_3,12.5610960410s,778.7722145482s
INFO,2024-06-10 13:44:12.981,test_nexmark_query_3,15.6441093902s,706.9329872839s
INFO,2024-06-10 13:54:21.372,test_nexmark_query_3,15.8226436269s,585.9851605701s
INFO,2024-06-10 14:36:40.184,test_nexmark_query_3,15.7691814122s,2515.9924842911s
INFO,2024-06-10 14:41:44.171,test_nullable_filter_filter_select_select,0.9509628420s,0.0978539172s
INFO,2024-06-10 14:41:45.933,test_nullable_filter_filter_select_select,0.9750603628s,0.0981088439s
INFO,2024-06-10 14:41:47.682,test_nullable_filter_filter_select_select,0.9371822453s,0.0984449950s
INFO,2024-06-10 14:41:49.548,test_nullable_filter_filter_select_select,1.0764342393s,0.0974763120s
INFO,2024-06-10 14:41:53.476,test_nullable_filter_filter_select_select,0.9279131498s,2.3091891492s
INFO,2024-06-10 14:41:55.177,test_nullable_filter_filter_select_select,0.9270658502s,0.0991135770s
INFO,2024-06-10 14:41:56.902,test_nullable_filter_filter_select_select,0.9352818062s,0.0994678186s
INFO,2024-06-10 14:41:58.758,test_nullable_filter_filter_select_select,1.0300338059s,0.1359103592s
INFO,2024-06-10 14:42:00.478,test_nullable_filter_filter_select_select,0.9390633833s,0.0981810149s
INFO,2024-06-10 14:42:02.202,test_nullable_filter_filter_select_select,0.9295058693s,0.0976168523s
INFO,2024-06-10 14:42:03.966,test_nullable_filter_filter_select_select,0.9931563609s,0.0998332910s
INFO,2024-06-10 14:42:05.918,test_nullable_filter_filter_select_select,1.1420085211s,0.1137431352s
INFO,2024-06-10 14:42:08.162,test_nullable_filter_filter_select_select,1.4596165540s,0.1012798729s
INFO,2024-06-10 14:42:09.982,test_nullable_filter_filter_select_select,1.0088685774s,0.1014626799s
INFO,2024-06-10 14:42:11.753,test_nullable_filter_filter_select_select,0.9403539752s,0.1003210070s
INFO,2024-06-10 14:42:37.845,test_nullable_filter_filter_select_select,0.9007737236s,0.0982942469s
INFO,2024-06-10 14:42:39.552,test_nullable_filter_filter_select_select,0.9306175737s,0.1022595637s
INFO,2024-06-10 14:42:41.272,test_nullable_filter_filter_select_select,0.9385257661s,0.0991666070s
INFO,2024-06-10 14:42:43.932,test_nullable_filter_filter_select_select,1.8611177457s,0.1028688401s
INFO,2024-06-10 14:42:45.659,test_nullable_filter_filter_select_select,0.9469243139s,0.1008801451s
INFO,2024-06-10 14:42:47.564,test_nullable_filter_filter_select_select,1.0648702942s,0.1610747818s
INFO,2024-06-10 14:42:49.293,test_nullable_filter_filter_select_select,0.9531332511s,0.0982516259s
INFO,2024-06-10 14:42:51.099,test_nullable_filter_filter_select_select,1.0138049251s,0.0989637184s
INFO,2024-06-10 14:42:52.814,test_nullable_filter_filter_select_select,0.9349965961s,0.0993359522s
INFO,2024-06-10 14:42:54.546,test_nullable_filter_filter_select_select,0.9421303682s,0.0988847339s
INFO,2024-06-10 14:42:56.268,test_nullable_filter_filter_select_select,0.9288781909s,0.1000626660s
INFO,2024-06-10 14:42:57.989,test_nullable_filter_filter_select_select,0.9237733311s,0.1002044799s
INFO,2024-06-10 14:42:59.702,test_nullable_filter_filter_select_select,0.9298954052s,0.0985584902s
INFO,2024-06-10 14:43:01.459,test_nullable_filter_filter_select_select,0.9618813307s,0.1005481570s
INFO,2024-06-10 14:43:03.175,test_nullable_filter_filter_select_select,0.9420328904s,0.0999340639s
INFO,2024-06-10 14:46:34.660,test_nullable_filter_group_mutate,157.8177781580s,4.6115064779s
INFO,2024-06-10 14:47:43.193,test_nullable_filter_group_mutate,3.6704294961s,0.1149808769s
INFO,2024-06-10 14:47:46.364,test_nullable_filter_group_mutate,2.1906919018s,0.1087222947s
INFO,2024-06-10 14:47:47.297,test_nexmark_query_3,16.6010100930s,643.2286902298s
INFO,2024-06-10 18:00:59.915,test_nexmark_query_3,2.8681664830s,11580.9246133622s
INFO,2024-06-10 18:16:46.411,test_nexmark_query_3,15.6892766529s,833.0304607181s
INFO,2024-06-10 18:30:56.716,test_nexmark_query_3,7.7360717179s,835.9565611780s
INFO,2024-06-10 18:32:15.878,test_non_nullable_filter_filter_select_select,0.9431152130s,18.6043060841s
INFO,2024-06-10 18:33:01.757,test_non_nullable_filter_filter_select_select,0.9402595782s,0.3859723699s
INFO,2024-06-10 18:33:05.427,test_non_nullable_filter_filter_select_select,2.6192946071s,0.3824883099s
INFO,2024-06-10 18:33:07.408,test_non_nullable_filter_filter_select_select,0.9311169358s,0.3899345431s
INFO,2024-06-10 18:33:09.396,test_non_nullable_filter_filter_select_select,0.9468431808s,0.3861130169s
INFO,2024-06-10 18:33:11.685,test_non_nullable_filter_filter_select_select,1.2493225499s,0.3865193729s
INFO,2024-06-10 18:33:13.724,test_non_nullable_filter_filter_select_select,1.0096117738s,0.3856271040s
INFO,2024-06-10 18:33:15.975,test_non_nullable_filter_filter_select_select,1.2174325013s,0.3801552709s
