level,timestamp,test_name,renoir_compile_time,renoir_execution_time,ibis_total_time
INFO,2024-05-31 15:27:54.733,test_nullable_outer_join,2.6801663120s,0.0893280390s,0.0146186100s
INFO,2024-05-31 15:27:57.736,test_nullable_windowing_explicit,2.8714348730s,0.0849355030s,0.0096046110s
INFO,2024-05-31 15:28:00.816,test_nullable_windowing_explicit_group,2.9318933200s,0.0923707640s,0.0129402500s
INFO,2024-05-31 15:28:03.828,test_nullable_windowing_explicit_window_far,2.8769775900s,0.0858964870s,0.0107960720s
INFO,2024-05-31 15:28:08.282,test_nullable_windowing_implicit_mean,4.3115756690s,0.0908744840s,0.0096535620s
INFO,2024-05-31 15:28:12.576,test_nullable_windowing_implicit_sum,4.1602316160s,0.0902126210s,0.0092632250s
INFO,2024-06-03 10:33:38.075,test_nexmark_query_1,2.1995724350s,0.0871097750s,0.0424088680s
INFO,2024-06-03 10:33:40.414,test_nexmark_query_2,2.1440933950s,0.0859044680s,0.0478959970s
INFO,2024-06-03 10:33:43.829,test_nexmark_query_3,3.2147490390s,0.1175554110s,0.0316575050s
INFO,2024-06-03 10:33:49.055,test_nexmark_query_4,4.9807476020s,0.0974714960s,0.0787583150s
INFO,2024-06-03 10:36:50.449,test_nexmark_query_1,2.2419446320s,0.0879169510s,0.0420945500s
INFO,2024-06-03 10:36:52.866,test_nexmark_query_2,2.2227252670s,0.0867280450s,0.0471909180s
INFO,2024-06-03 10:36:56.513,test_nexmark_query_3,3.4344947130s,0.1215240710s,0.0372325380s
INFO,2024-06-03 10:37:01.902,test_nexmark_query_4,5.1459224140s,0.0998021730s,0.0658267590s
INFO,2024-06-03 10:37:06.594,test_nexmark_query_6,4.4402067250s,0.0941456040s,0.1034560510s
INFO,2024-06-03 10:37:08.961,test_non_nullable_filter_filter_select_select,2.2281596680s,0.0839034600s,0.0363307080s
INFO,2024-06-03 10:37:11.840,test_non_nullable_filter_group_mutate,2.7516833420s,0.0868900780s,0.0146100080s
INFO,2024-06-03 10:37:14.554,test_non_nullable_filter_group_mutate_reduce,2.5927142030s,0.0844667970s,0.0194270310s
INFO,2024-06-03 10:37:17.342,test_non_nullable_filter_group_select,2.6720625060s,0.0853225760s,0.0145880289s
INFO,2024-06-03 10:37:19.942,test_non_nullable_filter_reduce,2.4778997870s,0.0937969130s,0.0138786510s
INFO,2024-06-03 10:37:22.300,test_non_nullable_filter_select,2.2374931540s,0.0905864630s,0.0145523980s
INFO,2024-06-03 10:37:26.528,test_non_nullable_group_reduce_group_reduce_join,4.0936727780s,0.0916986380s,0.0228948150s
INFO,2024-06-03 10:37:30.520,test_non_nullable_group_reduce_join_mutate,3.8505569660s,0.0904573720s,0.0241686970s
INFO,2024-06-03 10:37:33.962,test_non_nullable_inner_join_select,3.2990343330s,0.0905636240s,0.0290602840s
INFO,2024-06-03 10:37:38.163,test_non_nullable_join_group_reduce,4.0505368320s,0.0993573280s,0.0239792690s
INFO,2024-06-03 10:37:41.407,test_non_nullable_left_join,3.1003031630s,0.0900150950s,0.0235252160s
INFO,2024-06-03 10:37:44.215,test_non_nullable_outer_join,2.6696950030s,0.0872743910s,0.0226065890s
INFO,2024-06-03 10:37:46.544,test_nullable_filter_filter_select_select,2.2076183410s,0.0841925930s,0.0124946180s
INFO,2024-06-03 10:37:49.571,test_nullable_filter_group_mutate,2.9073831020s,0.0820621810s,0.0106757770s
INFO,2024-06-03 10:37:52.381,test_nullable_filter_group_mutate_reduce,2.6860391150s,0.0844426790s,0.0132692380s
INFO,2024-06-03 10:37:55.345,test_nullable_filter_group_select,2.8415195280s,0.0874530050s,0.0107165960s
INFO,2024-06-03 10:37:57.938,test_nullable_filter_reduce,2.4776851910s,0.0848122610s,0.0089469530s
INFO,2024-06-03 10:38:00.184,test_nullable_filter_select,2.1283119370s,0.0844445590s,0.0095397910s
INFO,2024-06-03 10:38:04.244,test_nullable_group_reduce_group_reduce_join,3.9231913851s,0.0914624510s,0.0164347540s
INFO,2024-06-03 10:38:08.198,test_nullable_group_reduce_join_mutate,3.8126753269s,0.0905850950s,0.0185907340s
INFO,2024-06-03 10:38:11.527,test_nullable_inner_join_select,3.1847055560s,0.0919706610s,0.0211017090s
INFO,2024-06-03 10:38:15.877,test_nullable_join_group_reduce,4.2058612520s,0.0979972540s,0.0162604920s
